,Status,Batch,pca_browning_score_PC1,pca_browning_score_PC2,lda_browning_score_Brown,lda_browning_score_White,lda_browning_score_Brown_lasso,lda_browning_score_White_lasso,rf_browning_score_Brown,rf_browning_score_White,lr_browning_score_Brown,lr_browning_score_White,lr_browning_score_Brown_markers,lr_browning_score_White_markers,Composite_Score
Melina-Melina-Cold2,Brown,Melina,52.28291090323267,-72.26209594082826,1.0,2.98003213465578e-43,1.0,0.0,0.97,0.03,0.9996478121855394,0.00035218781446060487,0.9955281954795964,0.0044718045204036605,-14.979185037595592
Melina-Melina-Cold3,Brown,Melina,49.218761282089055,-67.26313473817316,1.0,5.820871281466776e-48,1.0,0.0,0.97,0.03,0.9995488176526846,0.00045118234731545824,0.9801558861011126,0.019844113898887444,-13.04437345608411
Melina-Melina-Cold4,Brown,Melina,43.87480827112432,-74.79538480149806,1.0,3.5817014669119604e-51,1.0,0.0,0.98,0.02,0.9993866140263067,0.0006133859736933296,0.9922520699492483,0.007747930050751646,-25.920576530373737
Melina-Melina-Cold5,Brown,Melina,53.66422756018424,-73.64936529410599,1.0,6.173734610140434e-48,1.0,0.0,0.98,0.02,0.9993902582580315,0.0006097417419685035,0.9484782943588097,0.05152170564119031,-14.985137733921754
Melina-Melina-Cold6,Brown,Melina,44.26339829800383,-74.7180208484902,1.0,4.431680727010314e-50,1.0,0.0,0.99,0.01,0.9994053214979685,0.0005946785020315804,0.9943407059951549,0.005659294004845116,-25.45462255048637
Oeckl-Oeckl-iBAT.T23.WT_1,Brown,Oeckl,39.62904208771414,4.064034236841125,1.0,1.1453743478401636e-45,1.0,0.0,0.98,0.02,0.9991733149824484,0.0008266850175515647,0.997403757847028,0.0025962421529721054,48.693076324555264
Oeckl-Oeckl-iBAT.T23.WT_2,Brown,Oeckl,39.87453446634758,4.644286543111819,1.0,6.112407926009971e-51,1.0,0.0,0.98,0.02,0.9992339486123137,0.0007660513876862476,0.996639310872038,0.003360689127961906,49.5188210094594
Oeckl-Oeckl-iBAT.T23.WT_3,Brown,Oeckl,39.82282597293307,4.678463797716262,1.0,1.024386714207232e-46,1.0,0.0,0.99,0.01,0.9993711968861574,0.0006288031138426375,0.9973637887988965,0.0026362112011034614,49.50128977064933
Oeckl-Oeckl-iBAT.T23.WT_4,Brown,Oeckl,39.64682307469838,4.397119112690741,1.0,5.901740401028409e-50,1.0,0.0,0.98,0.02,0.9995819816145747,0.0004180183854253373,0.9973956784032607,0.002604321596739244,49.04394218738912
Oeckl-Oeckl-iWAT.T23.WT_1,Intermediate,Oeckl,40.08540314791837,8.171157815038637,1.0,1.6481178932442272e-34,1.0,0.0,0.89,0.11,0.8858883634945216,0.11411163650547844,0.37207949824337294,0.6279205017566271,53.25656096295701
Oeckl-Oeckl-iWAT.T23.WT_2,Intermediate,Oeckl,39.72385368937129,8.081340789002756,1.0,1.0484900883177504e-36,1.0,0.0,0.89,0.11,0.9060258107529278,0.09397418924707228,0.4286147175755637,0.5713852824244363,52.80519447837405
Oeckl-Oeckl-iWAT.T23.WT_3,Intermediate,Oeckl,39.076045142519554,6.8744384754133785,1.0,1.4209990463666171e-18,1.0,1.388240687100208e-301,0.86,0.14,0.7247040952970523,0.2752959047029478,0.0009240304630464546,0.9990759695369535,50.95048361793293
Oeckl-Oeckl-iWAT.T23.WT_4,Intermediate,Oeckl,39.67662752979946,7.9485523031108185,1.0,1.516928751393701e-44,1.0,0.0,0.88,0.12,0.9215881488477514,0.07841185115224861,0.3019499555322067,0.6980500444677933,52.62517983291028
Rhabi-Rhabi-VEH1W,Intermediate,Rhabi,25.56457830804363,13.283635865708641,1.0,6.828138261537118e-40,1.0,0.0,0.9,0.1,0.9881293097209579,0.011870690279042083,0.8289042638655695,0.17109573613443052,43.84821417375227
Rhabi-Rhabi-VEH2W,Intermediate,Rhabi,25.90094238446919,13.397577560461926,1.0,7.462943490296166e-45,1.0,0.0,0.89,0.11,0.9851359282282655,0.014864071771734558,0.8591703649541759,0.14082963504582413,44.298519944931115
Rhabi-Rhabi-VEH3W,Intermediate,Rhabi,25.75979384353201,13.28031713910154,1.0,1.7583802568078653e-50,1.0,0.0,0.9,0.1,0.987584334824166,0.012415665175834064,0.9066427400501413,0.0933572599498587,44.04011098263355
Rhabi-Rhabi-VEH4W,Intermediate,Rhabi,26.078188555838327,13.416618149163744,1.0,1.0245122501643984e-44,1.0,0.0,0.9,0.1,0.9806242955690195,0.019375704430980474,0.7789351870938878,0.22106481290611227,44.49480670500207
Rhabi-Rhabi-VEH5W,Intermediate,Rhabi,25.77422084345716,13.551439209950033,1.0,1.0143168205035397e-46,1.0,0.0,0.91,0.09,0.9873375694555749,0.012662430544425061,0.9285515215430702,0.07144847845692975,44.32566005340719
Rhabi-Rhabi-VEH1B,Brown,Rhabi,25.780089978597633,13.126932392497167,1.0,5.154824307154286e-35,1.0,0.0,1.0,0.0,0.9952867166445757,0.004713283355424264,0.9291239781052715,0.07087602189472852,43.9070223710948
Rhabi-Rhabi-VEH2B,Brown,Rhabi,26.38409566108683,12.931400865082072,1.0,4.6754742471263216e-42,1.0,0.0,1.0,0.0,0.9958239560685415,0.004176043931458508,0.9240091543533628,0.0759908456466371,44.3154965261689
Rhabi-Rhabi-VEH3B,Brown,Rhabi,25.395237343072154,12.644175667364243,1.0,9.067243311953406e-49,1.0,0.0,0.98,0.02,0.9950888230963822,0.004911176903617726,0.9288299370382076,0.07117006296179236,43.0394130104364
Rhabi-Rhabi-VEH4B,Brown,Rhabi,25.762142290099717,12.778305251609162,1.0,5.1179171697509815e-51,1.0,0.0,0.99,0.01,0.9953976321883795,0.004602367811620463,0.9263610370238873,0.07363896297611273,43.54044754170888
Rhabi-Rhabi-VEH5B,Brown,Rhabi,26.281501284624653,12.849781000526837,1.0,1.0349284919428812e-46,1.0,0.0,1.0,0.0,0.9961297508808815,0.0038702491191184613,0.9318742660119457,0.06812573398805431,44.13128228515149
WangBAT-WangBAT-Intensity of BAT_CD1,Brown,WangBAT,15.984055973509276,10.904091295987664,1.0,1.2271321269366204e-46,1.0,0.0,0.97,0.03,0.9960886818772248,0.003911318122775192,0.9404554634129043,0.05954453658709567,31.88814726949694
WangBAT-WangBAT-Intensity of BAT_CD2,Brown,WangBAT,15.895137962955557,10.438661803835938,1.0,4.582005451742228e-38,1.0,0.0,0.99,0.01,0.993708459578518,0.006291540421481955,0.8945043140574327,0.10549568594256735,31.333799766791493
WangBAT-WangBAT-Intensity of BAT_CD3,Brown,WangBAT,16.241993493190762,10.809221979081897,1.0,1.4336979585877548e-54,1.0,0.0,0.99,0.01,0.9944776347393001,0.005522365260699927,0.9495173012911396,0.050482698708860366,32.05121547227266
WangBAT-WangBAT-Intensity of BAT_CD4,Brown,WangBAT,16.338895562148448,11.291614354090472,1.0,2.4787392152699173e-32,1.0,0.0,0.99,0.01,0.9963303080203373,0.0036696919796626597,0.915273233064368,0.084726766935632,32.63050991623892
